edits	edit_fraction	reads	read_fraction	gbp	gbp_fraction
10820	57.0013697100	0	0		
10830	57.0540512000	0	0		
10840	57.1067326900	0	0		
10850	57.1594141800	0	0		
10860	57.2120956600	0	0		
10870	57.2647771500	0	0		
10880	57.3174586400	0	0		
10890	57.3701401300	0	0		
10900	57.4228216200	0	0		
10910	57.4755031000	0	0		
10920	57.5281845900	0	0		
10930	57.5808660800	0	0		
10940	57.6335475700	0	0		
10950	57.6862290500	0	0		
10960	57.7389105400	0	0		
10970	57.7915920300	0	0		
10980	57.8442735200	0	0		
10990	57.8969550100	0	0		
11000	57.9496364900	0	0		
11010	58.0023179800	0	0		
11020	58.0549994700	0	0		
11030	58.1076809600	0	0		
11040	58.1603624400	0	0		
11050	58.2130439300	0	0		
11060	58.2657254200	0	0		
11070	58.3184069100	0	0		
11080	58.3710883900	0	0		
11090	58.4237698800	0	0		
11100	58.4764513700	0	0		
11110	58.5291328600	0	0		
11120	58.5818143500	0	0		
11130	58.6344958300	0	0		
11140	58.6871773200	0	0		
11150	58.7398588100	0	0		
11160	58.7925403000	0	0		
11170	58.8452217800	0	0		
11180	58.8979032700	0	0		
11190	58.9505847600	0	0		
11200	59.0032662500	0	0		
11210	59.0559477300	0	0		
11220	59.1086292200	0	0		
11230	59.1613107100	0	0		
11240	59.2139922000	0	0		
11250	59.2666736900	0	0		
11260	59.3193551700	0	0		
11270	59.3720366600	0	0		
11280	59.4247181500	0	0		
11290	59.4773996400	0	0		
11300	59.5300811200	0	0		
11310	59.5827626100	0	0		
11320	59.6354441000	0	0		
11330	59.6881255900	0	0		
11340	59.7408070800	0	0		
11350	59.7934885600	0	0		
11360	59.8461700500	0	0		
11370	59.8988515400	0	0		
11380	59.9515330300	0	0		
11390	60.0042145100	0	0		
11400	60.0568960000	0	0		
11410	60.1095774900	0	0		
11420	60.1622589800	0	0		
11430	60.2149404600	0	0		
11440	60.2676219500	0	0		
11450	60.3203034400	0	0		
11460	60.3729849300	0	0		
11470	60.4256664200	0	0		
11480	60.4783479000	0	0		
11490	60.5310293900	0	0		
11500	60.5837108800	0	0		
11510	60.6363923700	0	0		
11520	60.6890738500	0	0		
11530	60.7417553400	0	0		
11540	60.7944368300	0	0		
11550	60.8471183200	0	0		
11560	60.8997998100	0	0		
11570	60.9524812900	0	0		
11580	61.0051627800	0	0		
11590	61.0578442700	0	0		
11600	61.1105257600	0	0		
11610	61.1632072400	0	0		
11620	61.2158887300	0	0		
11630	61.2685702200	0	0		
11640	61.3212517100	0	0		
11650	61.3739331900	0	0		
11660	61.4266146800	0	0		
11670	61.4792961700	0	0		
11680	61.5319776600	0	0		
11690	61.5846591500	0	0		
11700	61.6373406300	0	0		
11710	61.6900221200	0	0		
11720	61.7427036100	0	0		
11730	61.7953851000	0	0		
11740	61.8480665800	0	0		
11750	61.9007480700	0	0		
11760	61.9534295600	0	0		
11770	62.0061110500	0	0		
11780	62.0587925400	0	0		
11790	62.1114740200	0	0		
11800	62.1641555100	0	0		
11810	62.2168370000	0	0		
11820	62.2695184900	0	0		
11830	62.3221999700	0	0		
11840	62.3748814600	0	0		
11850	62.4275629500	0	0		
11860	62.4802444400	0	0		
11870	62.5329259200	0	0		
11880	62.5856074100	0	0		
11890	62.6382889000	0	0		
11900	62.6909703900	0	0		
11910	62.7436518800	0	0		
11920	62.7963333600	0	0		
11930	62.8490148500	0	0		
11940	62.9016963400	0	0		
11950	62.9543778300	0	0		
11960	63.0070593100	0	0		
11970	63.0597408000	0	0		
11980	63.1124222900	0	0		
11990	63.1651037800	0	0		
12000	63.2177852700	0	0		
12010	63.2704667500	0	0		
12020	63.3231482400	0	0		
12030	63.3758297300	0	0		
12040	63.4285112200	0	0		
12050	63.4811927000	0	0		
12060	63.5338741900	0	0		
12070	63.5865556800	0	0		
12080	63.6392371700	0	0		
12090	63.6919186500	0	0		
12100	63.7446001400	0	0		
12110	63.7972816300	0	0		
12120	63.8499631200	0	0		
12130	63.9026446100	0	0		
12140	63.9553260900	0	0		
12150	64.0080075800	0	0		
12160	64.0606890700	0	0		
12170	64.1133705600	0	0		
12180	64.1660520400	0	0		
12190	64.2187335300	0	0		
12200	64.2714150200	0	0		
12210	64.3240965100	0	0		
12220	64.3767780000	0	0		
12230	64.4294594800	0	0		
12240	64.4821409700	0	0		
12250	64.5348224600	0	0		
12260	64.5875039500	0	0		
12270	64.6401854300	0	0		
12280	64.6928669200	0	0		
12290	64.7455484100	0	0		
12300	64.7982299000	0	0		
12310	64.8509113800	0	0		
12320	64.9035928700	0	0		
12330	64.9562743600	0	0		
12340	65.0089558500	0	0		
12350	65.0616373400	0	0		
12360	65.1143188200	0	0		
12370	65.1670003100	0	0		
12380	65.2196818000	0	0		
12390	65.2723632900	0	0		
12400	65.3250447700	0	0		
12410	65.3777262600	0	0		
12420	65.4304077500	0	0		
12430	65.4830892400	0	0		
12440	65.5357707300	0	0		
12450	65.5884522100	0	0		
12460	65.6411337000	0	0		
12470	65.6938151900	0	0		
12480	65.7464966800	0	0		
12490	65.7991781600	0	0		
12500	65.8518596500	0	0		
12510	65.9045411400	0	0		
12520	65.9572226300	0	0		
12530	66.0099041100	0	0		
12540	66.0625856000	0	0		
12550	66.1152670900	0	0		
12560	66.1679485800	0	0		
12570	66.2206300700	0	0		
12580	66.2733115500	0	0		
12590	66.3259930400	0	0		
12600	66.3786745300	0	0		
12610	66.4313560200	0	0		
12620	66.4840375000	0	0		
12630	66.5367189900	0	0		
12640	66.5894004800	0	0		
12650	66.6420819700	0	0		
12660	66.6947634600	0	0		
12670	66.7474449400	0	0		
12680	66.8001264300	0	0		
12690	66.8528079200	0	0		
12700	66.9054894100	0	0		
12710	66.9581708900	0	0		
12720	67.0108523800	0	0		
12730	67.0635338700	0	0		
12740	67.1162153600	0	0		
12750	67.1688968400	0	0		
12760	67.2215783300	0	0		
12770	67.2742598200	0	0		
12780	67.3269413100	0	0		
12790	67.3796228000	0	0		
12800	67.4323042800	0	0		
12810	67.4849857700	0	0		
12820	67.5376672600	0	0		
12830	67.5903487500	0	0		
12840	67.6430302300	0	0		
12850	67.6957117200	0	0		
12860	67.7483932100	0	0		
12870	67.8010747000	0	0		
12880	67.8537561900	0	0		
12890	67.9064376700	0	0		
12900	67.9591191600	0	0		
12910	68.0118006500	0	0		
12920	68.0644821400	0	0		
12930	68.1171636200	0	0		
12940	68.1698451100	0	0		
12950	68.2225266000	0	0		
12960	68.2752080900	0	0		
12970	68.3278895700	0	0		
12980	68.3805710600	0	0		
12990	68.4332525500	0	0		
13000	68.4859340400	0	0		
13010	68.5386155300	0	0		
13020	68.5912970100	0	0		
13030	68.6439785000	0	0		
13040	68.6966599900	0	0		
13050	68.7493414800	0	0		
13060	68.8020229600	0	0		
13070	68.8547044500	0	0		
13080	68.9073859400	0	0		
13090	68.9600674300	0	0		
13100	69.0127489200	0	0		
13110	69.0654304000	0	0		
13120	69.1181118900	0	0		
13130	69.1707933800	0	0		
13140	69.2234748700	0	0		
13150	69.2761563500	0	0		
13160	69.3288378400	0	0		
13170	69.3815193300	0	0		
13180	69.4342008200	0	0		
13190	69.4868823000	0	0		
13200	69.5395637900	0	0		
13210	69.5922452800	0	0		
13220	69.6449267700	0	0		
13230	69.6976082600	0	0		
13240	69.7502897400	0	0		
13250	69.8029712300	0	0		
13260	69.8556527200	0	0		
13270	69.9083342100	0	0		
13280	69.9610156900	0	0		
13290	70.0136971800	0	0		
13300	70.0663786700	0	0		
13310	70.1190601600	0	0		
13320	70.1717416400	0	0		
13330	70.2244231300	0	0		
13340	70.2771046200	0	0		
13350	70.3297861100	0	0		
13360	70.3824676000	0	0		
13370	70.4351490800	0	0		
13380	70.4878305700	0	0		
13390	70.5405120600	0	0		
13400	70.5931935500	0	0		
13410	70.6458750300	0	0		
13420	70.6985565200	0	0		
13430	70.7512380100	0	0		
13440	70.8039195000	0	0		
13450	70.8566009900	0	0		
13460	70.9092824700	0	0		
13470	70.9619639600	0	0		
13480	71.0146454500	0	0		
13490	71.0673269400	0	0		
13500	71.1200084200	0	0		
13510	71.1726899100	0	0		
13520	71.2253714000	0	0		
13530	71.2780528900	0	0		
13540	71.3307343700	0	0		
13550	71.3834158600	0	0		
13560	71.4360973500	0	0		
13570	71.4887788400	0	0		
13580	71.5414603300	0	0		
13590	71.5941418100	0	0		
13600	71.6468233000	0	0		
13610	71.6995047900	0	0		
13620	71.7521862800	0	0		
13630	71.8048677600	0	0		
13640	71.8575492500	0	0		
13650	71.9102307400	0	0		
13660	71.9629122300	0	0		
13670	72.0155937200	0	0		
13680	72.0682752000	0	0		
13690	72.1209566900	0	0		
13700	72.1736381800	0	0		
13710	72.2263196700	0	0		
13720	72.2790011500	0	0		
13730	72.3316826400	0	0		
13740	72.3843641300	0	0		
13750	72.4370456200	0	0		
13760	72.4897271000	0	0		
13770	72.5424085900	0	0		
13780	72.5950900800	0	0		
13790	72.6477715700	0	0		
13800	72.7004530600	0	0		
13810	72.7531345400	0	0		
13820	72.8058160300	0	0		
13830	72.8584975200	0	0		
13840	72.9111790100	0	0		
13850	72.9638604900	0	0		
13860	73.0165419800	0	0		
13870	73.0692234700	0	0		
13880	73.1219049600	0	0		
13890	73.1745864500	0	0		
13900	73.2272679300	0	0		
13910	73.2799494200	0	0		
13920	73.3326309100	0	0		
13930	73.3853124000	0	0		
13940	73.4379938800	0	0		
13950	73.4906753700	0	0		
13960	73.5433568600	0	0		
13970	73.5960383500	0	0		
13980	73.6487198300	0	0		
13990	73.7014013200	0	0		
14000	73.7540828100	0	0		
14010	73.8067643000	0	0		
14020	73.8594457900	0	0		
14030	73.9121272700	0	0		
14040	73.9648087600	0	0		
14050	74.0174902500	0	0		
14060	74.0701717400	0	0		
14070	74.1228532200	0	0		
14080	74.1755347100	0	0		
14090	74.2282162000	0	0		
14100	74.2808976900	0	0		
14110	74.3335791800	0	0		
14120	74.3862606600	0	0		
14130	74.4389421500	0	0		
14140	74.4916236400	0	0		
14150	74.5443051300	0	0		
14160	74.5969866100	0	0		
14170	74.6496681000	0	0		
14180	74.7023495900	0	0		
14190	74.7550310800	0	0		
14200	74.8077125600	0	0		
14210	74.8603940500	0	0		
14220	74.9130755400	0	0		
14230	74.9657570300	0	0		
14240	75.0184385200	0	0		
14250	75.0711200000	0	0		
14260	75.1238014900	0	0		
14270	75.1764829800	0	0		
14280	75.2291644700	0	0		
14290	75.2818459500	0	0		
14300	75.3345274400	0	0		
14310	75.3872089300	0	0		
14320	75.4398904200	0	0		
14330	75.4925719100	0	0		
14340	75.5452533900	0	0		
14350	75.5979348800	0	0		
14360	75.6506163700	0	0		
14370	75.7032978600	0	0		
14380	75.7559793400	0	0		
14390	75.8086608300	0	0		
14400	75.8613423200	0	0		
14410	75.9140238100	0	0		
14420	75.9667052900	0	0		
14430	76.0193867800	0	0		
14440	76.0720682700	0	0		
14450	76.1247497600	0	0		
14460	76.1774312500	0	0		
14470	76.2301127300	0	0		
14480	76.2827942200	0	0		
14490	76.3354757100	0	0		
14500	76.3881572000	0	0		
14510	76.4408386800	0	0		
14520	76.4935201700	0	0		
14530	76.5462016600	0	0		
14540	76.5988831500	0	0		
14550	76.6515646400	0	0		
14560	76.7042461200	0	0		
14570	76.7569276100	0	0		
14580	76.8096091000	0	0		
14590	76.8622905900	0	0		
14600	76.9149720700	0	0		
14610	76.9676535600	0	0		
14620	77.0203350500	0	0		
14630	77.0730165400	0	0		
14640	77.1256980200	0	0		
14650	77.1783795100	0	0		
14660	77.2310610000	0	0		
14670	77.2837424900	0	0		
14680	77.3364239800	0	0		
14690	77.3891054600	0	0		
14700	77.4417869500	0	0		
14710	77.4944684400	0	0		
14720	77.5471499300	0	0		
14730	77.5998314100	0	0		
14740	77.6525129000	0	0		
14750	77.7051943900	0	0		
14760	77.7578758800	0	0		
14770	77.8105573700	0	0		
14780	77.8632388500	0	0		
14790	77.9159203400	0	0		
14800	77.9686018300	0	0		
14810	78.0212833200	0	0		
14820	78.0739648000	0	0		
14830	78.1266462900	0	0		
14840	78.1793277800	0	0		
14850	78.2320092700	0	0		
14860	78.2846907500	0	0		
14870	78.3373722400	0	0		
14880	78.3900537300	0	0		
14890	78.4427352200	0	0		
14900	78.4954167100	0	0		
14910	78.5480981900	0	0		
14920	78.6007796800	0	0		
14930	78.6534611700	0	0		
14940	78.7061426600	0	0		
14950	78.7588241400	0	0		
14960	78.8115056300	0	0		
14970	78.8641871200	0	0		
14980	78.9168686100	0	0		
14990	78.9695501000	0	0		
15000	79.0222315800	0	0		
